Symbol,Price,Change_%,High,Low,Open,Previous_Close,Volume,Average_Volume,RVOL,Yahoo_Close,Dollar_Volume
AVR,9.77,2.9505,9.81,9.305,9.59,9.49,695000.0,1301686.0,0.53,9.770000457763672,6790150.0
AVT,87.13,0.9852,88.32,85.72,85.83,86.28,588200.0,1430674.0,0.41,87.12999725341797,51249866.0
AVTX,19.21,-3.7093,20.45,18.42,19.86,19.95,852800.0,2279826.0,0.37,19.209999084472656,16382288.0
AVXL,2.5,-7.4074,2.71,2.425,2.7,2.7,749400.0,1244970.0,0.6,2.5,1873500.0
AWRE,1.39,0.7246,1.425,1.335,1.36,1.38,15600.0,55202.0,0.28,1.3899999856948853,21684.0
AXGN,40.58,-6.9693,43.6451,39.55,43.42,43.62,2139700.0,1208778.0,1.77,40.58000183105469,86829026.0
AXON,565.8,-2.7835,588.0,555.61,582.0,582.0,762800.0,1237014.0,0.62,565.7999877929688,431592239.99999994
AXSM,233.8,-6.0856,249.11,230.1401,248.32,248.95,804600.0,995644.0,0.81,233.8000030517578,188115480.0
AXTI,57.21,-8.5372,61.9,54.17,61.2,62.55,7613600.0,9914670.0,0.77,57.209999084472656,435574056.0
AYTU,2.25,2.2727,2.25,2.195,2.22,2.2,19000.0,39916.0,0.48,2.25,42750.0
AZTA,25.36,-0.236,25.89,25.02,25.51,25.42,544700.0,1144202.0,0.48,25.360000610351562,13813592.0
BAER,1.94,0.5181,1.96,1.87,1.93,1.93,242200.0,695110.0,0.35,1.940000057220459,469868.0
BAFN,5.42,-4.5758,5.715,5.42,5.55,5.6799,9500.0,50438.0,0.19,5.420000076293945,51490.0
BAND,75.48,-3.7736,78.9899,73.385,78.87,78.44,959000.0,1517472.0,0.63,75.4800033569336,72385320.0
BANF,114.08,0.0351,114.79,113.66,114.16,114.04,100800.0,178128.0,0.57,114.08000183105469,11499264.0
BANR,67.58,1.092,68.04,66.825,67.03,66.85,1000100.0,277444.0,3.6,67.58000183105469,67586758.0
BATRA,55.74,-1.8835,57.28,55.63,56.9,56.81,27400.0,53410.0,0.51,55.7400016784668,1527276.0
BATRK,51.18,-1.6526,52.365,51.18,52.24,52.04,370800.0,505326.0,0.73,51.18000030517578,18977544.0
BBCP,10.87,2.644,11.0794,10.39,10.57,10.59,414100.0,353898.0,1.17,10.869999885559082,4501267.0
BBGI,23.345,-0.8705,24.14,23.345,24.14,23.55,2800.0,34338.0,0.08,23.350000381469727,65366.0
BBIO,85.89,-4.7466,91.0,84.86,90.81,90.17,6382500.0,3744580.0,1.7,85.88999938964844,548192925.0
BBLG,1.39,0.7246,1.39,1.32,1.32,1.38,24100.0,66974.0,0.36,1.3899999856948853,33499.0
BBNX,17.03,3.6519,17.09,15.92,16.51,16.43,1060500.0,877916.0,1.21,17.030000686645508,18060315.0
BBOT,8.32,-8.4708,9.235,8.3,9.11,9.09,389500.0,441114.0,0.88,8.319999694824219,3240640.0
BBSI,37.43,0.5102,37.8,36.93,37.42,37.24,196100.0,248298.0,0.79,37.43000030517578,7340023.0
BCAB,3.82,2.6882,3.8948,3.6,3.68,3.72,15500.0,53042.0,0.29,3.819999933242798,59210.0
BCAL,20.66,0.8789,21.34,20.36,20.45,20.48,145400.0,205510.0,0.71,20.65999984741211,3003964.0
BCAX,28.91,-2.5943,29.82,27.785,29.68,29.68,584400.0,740500.0,0.79,28.90999984741211,16895004.0
BCBP,10.35,2.6786,10.37,10.09,10.11,10.08,117400.0,158004.0,0.74,10.350000381469727,1215090.0
BCDA,0.9148,2.5101,0.95,0.8612,0.895,0.8924,550000.0,3826136.0,0.14,0.9100000262260437,503139.99999999994
BCG,1.5,0.6711,1.5199,1.46,1.48,1.49,15300.0,58794.0,0.26,1.5,22950.0
BCML,33.34,-0.299,33.68,33.34,33.63,33.44,45300.0,77982.0,0.58,33.34000015258789,1510302.0000000002
BCPC,162.15,-0.8439,165.46,161.91,164.19,163.53,249100.0,231150.0,1.08,162.14999389648438,40391565.0
BCRX,10.45,-2.5187,10.72,10.28,10.69,10.72,3359400.0,5389922.0,0.62,10.449999809265137,35105730.0
BDSX,21.42,-3.2957,23.32,21.17,22.0,22.15,98000.0,80844.0,1.21,21.420000076293945,2099160.0
BDTX,1.91,1.5957,1.938,1.81,1.92,1.88,1045300.0,1965828.0,0.53,1.909999966621399,1996523.0
BEAM,32.68,-8.7661,35.64,31.34,35.64,35.82,2833000.0,2267262.0,1.25,32.68000030517578,92582440.0
BEAT,0.605,-5.4688,0.6316,0.59,0.6305,0.64,569200.0,640124.0,0.89,0.6050000190734863,344366.0
BEEM,1.17,0.0,1.1999,1.145,1.16,1.17,380900.0,1710436.0,0.22,1.1699999570846558,445653.0
BEEP,1.78,11.9497,1.82,1.38,1.38,1.59,25400.0,83314.0,0.3,1.7799999713897705,45212.0
BELFA,229.55,1.3824,231.14,224.335,226.52,226.42,143900.0,151410.0,0.95,229.5500030517578,33032245.0
BELFB,272.58,1.8267,274.02,265.44,266.46,267.69,226100.0,324590.0,0.7,272.5799865722656,61630338.0
BENF,3.42,3.3233,3.63,3.3205,3.33,3.31,8600.0,18542.0,0.46,3.4200000762939453,29412.0
BETR,25.7,0.3123,26.339,24.96,25.9,25.62,157500.0,437094.0,0.36,25.700000762939453,4047750.0
BFC,147.35,0.4636,147.98,146.08,146.81,146.67,49600.0,98766.0,0.5,147.35000610351562,7308560.0
BFRG,0.69,-6.3772,0.7369,0.68,0.7369,0.737,90600.0,275818.0,0.33,0.6899999976158142,62513.99999999999
BFRI,1.1,-3.5088,1.1743,1.0519,1.13,1.14,351900.0,286568.0,1.23,1.100000023841858,387090.00000000006
BFST,30.17,0.2992,30.36,29.93,30.19,30.08,148800.0,239132.0,0.62,30.170000076293945,4489296.0
BGC,10.78,-1.732,11.095,10.78,11.07,10.97,2163400.0,3566860.0,0.61,10.779999732971191,23321452.0
BGDE,7.43,-4.3758,8.23,7.25,7.88,7.77,47900.0,144526.0,0.33,7.429999828338623,355897.0
BGLC,1.81,4.6182,1.83,1.77,1.77,1.7301,9400.0,121848.0,0.08,1.809999942779541,17014.0
BGMS,0.9007,-2.0978,1.02,0.89,1.02,0.92,61500.0,2871546.0,0.02,0.8999999761581421,55393.049999999996
BHF,66.0,0.5944,66.28,65.51,65.57,65.61,518000.0,506756.0,1.02,66.0,34188000.0
BHRB,70.3,0.2567,70.91,69.64,70.2,70.12,123900.0,187876.0,0.66,70.30000305175781,8710170.0
BHST,2.78,0.7246,2.86,2.74,2.74,2.76,9000.0,33134.0,0.27,2.7799999713897705,25020.0
BIAF,0.7666,-1.4906,0.786,0.742,0.786,0.7782,259500.0,424748.0,0.61,0.7670000195503235,198932.69999999998
BIIB,199.15,0.1207,199.98,194.3694,197.63,198.91,1133100.0,1197932.0,0.95,199.14999389648438,225656865.0
BIOA,24.34,-2.2097,25.42,22.72,25.0,24.89,704400.0,534354.0,1.32,24.34000015258789,17145096.0
BIRD,3.13,-9.5376,3.47,2.91,3.47,3.46,670100.0,1971940.0,0.34,3.130000114440918,2097413.0
BIVI,2.27,1.3393,2.31,2.08,2.3,2.24,172400.0,143086.0,1.2,2.2699999809265137,391348.0
BJDX,1.45,3.5714,1.47,1.33,1.38,1.4,1993600.0,4421696.0,0.45,1.4500000476837158,2890720.0
BJRI,62.26,3.3704,62.68,59.98,59.98,60.23,520100.0,463006.0,1.12,62.2599983215332,32381426.0
BKNG,178.39,1.6351,180.04,175.83,175.83,175.52,3974700.0,8064368.0,0.49,178.38999938964844,709046733.0
BKR,57.56,0.6294,57.835,57.15,57.2,57.2,5285900.0,8384722.0,0.63,57.560001373291016,304256404.0
BL,29.13,0.3099,30.04,28.54,29.71,29.04,714000.0,1354384.0,0.53,29.1299991607666,20798820.0
BLBD,77.38,-1.0106,79.61,76.92,77.9,78.17,287200.0,487060.0,0.59,77.37999725341797,22223536.0
BLFS,28.18,-0.1771,28.475,27.66,28.3,28.23,460700.0,820074.0,0.56,28.18000030517578,12982526.0
BLIN,1.24,0.0,1.26,1.194,1.26,1.24,98800.0,95332.0,1.04,1.2400000095367432,122512.0
BLKB,29.59,1.197,30.11,28.8,29.29,29.24,482100.0,841650.0,0.57,29.59000015258789,14265339.0
BLLN,126.77,-0.9377,128.22,120.11,127.41,127.97,797700.0,782970.0,1.02,126.7699966430664,101124429.0
BLMN,8.34,3.4739,8.48,8.035,8.035,8.06,2019600.0,2575532.0,0.78,8.34000015258789,16843464.0
BLNE,1.11,2.7778,1.115,1.085,1.09,1.08,115000.0,651772.0,0.18,1.1100000143051147,127650.00000000001
BLNK,0.57,-3.8137,0.6,0.57,0.6,0.5926,729900.0,2333124.0,0.31,0.5699999928474426,416042.99999999994
BLZE,17.6,-1.29,18.249,17.35,17.72,17.83,2260400.0,3879344.0,0.58,17.600000381469727,39783040.0
BMBL,3.03,-1.3029,3.145,3.0,3.14,3.07,2285700.0,3665778.0,0.62,3.0299999713897705,6925671.0
BMEA,1.32,0.7634,1.33,1.2,1.3,1.31,1407300.0,1160454.0,1.21,1.3200000524520874,1857636.0
BMRA,1.69,2.4242,1.7,1.6465,1.6501,1.65,4100.0,17288.0,0.24,1.690000057220459,6929.0
BMRC,28.45,-0.0702,28.64,28.02,28.48,28.47,107100.0,130716.0,0.82,28.450000762939453,3046995.0
BMRN,59.12,-1.4174,60.275,58.44,60.15,59.97,1512200.0,2201916.0,0.69,59.119998931884766,89401264.0
BNAI,14.11,-0.9129,14.6099,13.53,13.84,14.24,143400.0,567704.0,0.25,14.109999656677246,2023374.0
BNBX,0.3769,-0.1325,0.3774,0.3606,0.3774,0.3774,20000.0,197176.0,0.1,0.3799999952316284,7538.0
BNC,2.91,5.0542,3.15,2.88,2.9,2.77,515600.0,442368.0,1.17,2.9100000858306885,1500396.0
BNGO,1.2,5.2632,1.21,1.14,1.15,1.14,203100.0,158700.0,1.28,1.2000000476837158,243720.0
BNKK,1.23,-3.9063,1.3006,1.21,1.26,1.28,81900.0,430352.0,0.19,1.2300000190734863,100737.0
BNTC,13.42,-0.4451,13.47,12.74,13.47,13.48,84600.0,116988.0,0.72,13.420000076293945,1135332.0
BNZI,3.24,6.5789,3.35,2.9901,3.04,3.04,345200.0,456109.0,0.76,3.240000009536743,1118448.0
BODI,11.16,-0.7117,11.75,11.02,11.35,11.24,20500.0,53276.0,0.38,11.15999984741211,228780.0
BOF,4.3,-0.9217,4.4829,4.265,4.385,4.34,16400.0,106060.0,0.15,4.300000190734863,70520.0
BOKF,138.69,0.5802,138.98,137.21,137.72,137.89,185700.0,268350.0,0.69,138.69000244140625,25754733.0
BOLD,2.41,-3.9841,2.495,2.38,2.45,2.51,402900.0,1513896.0,0.27,2.4100000858306885,970989.0
BOLT,3.78,-5.0251,3.99,3.78,3.99,3.98,23500.0,27628.0,0.85,3.7799999713897705,88830.0
BOOM,6.47,1.0937,6.585,6.37,6.44,6.4,147400.0,362578.0,0.41,6.46999979019165,953678.0
BOT,32.93,-2.0815,34.06,32.0,33.44,33.63,258700.0,845919.0,0.31,32.93000030517578,8518991.0
BOTJ,25.51,0.4331,25.66,25.25,25.5,25.4,29500.0,19384.0,1.52,25.510000228881836,752545.0
BOXL,4.78,4.5952,5.0101,4.5453,4.61,4.57,105500.0,596683.0,0.18,4.78000020980835,504290.0
BPOP,170.56,0.6907,171.725,169.2501,169.26,169.39,445500.0,528024.0,0.84,170.55999755859375,75984480.0
BPRN,38.0,-0.3409,38.96,37.94,38.25,38.13,10500.0,13118.0,0.8,38.0,399000.0
BRAI,5.515,-4.5848,5.8543,5.4,5.71,5.78,30600.0,302618.0,0.1,5.519999980926514,168759.0
BRCB,8.23,1.4797,8.36,7.99,8.11,8.11,197800.0,681770.0,0.29,8.229999542236328,1627894.0
BRFH,1.95,0.0,2.0,1.95,2.0,1.95,2800.0,8688.0,0.32,1.9500000476837158,5460.0
BRID,6.5,-1.0082,6.57,6.47,6.57,6.5662,600.0,4650.0,0.13,6.5,3900.0
BRKR,60.06,-0.8584,60.84,58.94,60.24,60.58,1150300.0,2628762.0,0.44,60.060001373291016,69087018.0
BRLT,1.17,0.8621,1.18,1.1521,1.158,1.16,25100.0,75516.0,0.33,1.1699999570846558,29367.0
BRR,1.46,-3.3113,1.5699,1.45,1.51,1.51,194000.0,1155262.0,0.17,1.4600000381469727,283240.0
BRTX,0.345,0.1451,0.3599,0.33,0.3585,0.3445,194800.0,12713430.0,0.02,0.3449999988079071,67206.0
BRUN,28.44,-5.8278,30.62,28.08,30.2,30.2,585000.0,1741512.0,0.34,28.440000534057617,16637400.0
BRZE,25.13,1.1675,25.9,24.75,25.433,24.84,3078200.0,2953092.0,1.04,25.1299991607666,77355166.0
BSBK,9.04,0.1107,9.1,9.04,9.0937,9.03,6700.0,16020.0,0.42,9.039999961853027,60567.99999999999
BSET,20.86,-0.6667,21.25,20.351,21.0,21.0,83300.0,60604.0,1.37,20.860000610351562,1737638.0
BSIN,1.13,0.8929,1.13,1.09,1.12,1.12,1653100.0,2126344.0,0.78,1.1299999952316284,1868002.9999999998
BSRR,41.08,0.7604,41.15,40.55,40.77,40.77,29300.0,62540.0,0.47,41.08000183105469,1203644.0
BSVN,51.22,1.627,51.775,50.63,50.63,50.4,16400.0,16250.0,1.01,51.220001220703125,840008.0
BSY,31.67,0.1898,32.44,31.175,32.4,31.61,1378000.0,3131370.0,0.44,31.670000076293945,43641260.0
BTAI,0.8175,-2.423,0.867,0.79,0.83,0.8378,711300.0,924354.0,0.77,0.8180000185966492,581487.75
BTBD,1.11,5.7143,1.1198,1.06,1.075,1.05,5400.0,120018.0,0.04,1.1100000143051147,5994.000000000001
BTCS,1.05,-0.9434,1.11,1.0301,1.07,1.06,1238100.0,972070.0,1.27,1.0499999523162842,1300005.0
BTMD,2.33,2.193,2.35,2.25,2.29,2.28,105900.0,298772.0,0.35,2.3299999237060547,246747.0
BTOC,0.295,1.3049,0.3131,0.287001,0.2912,0.2912,142500.0,246224.0,0.58,0.29499998688697815,42037.5
BTQ,3.72,-2.3622,4.0,3.65,3.96,3.81,2284100.0,4106290.0,0.56,3.7200000286102295,8496852.0
BTSG,71.43,-0.2096,72.055,70.11,71.36,71.58,1817700.0,3521052.0,0.52,71.43000030517578,129838311.00000001
BUSE,29.2,1.1781,29.265,28.85,28.86,28.86,490100.0,769720.0,0.64,29.200000762939453,14310920.0
BVFL,21.05,-2.2748,21.51,20.755,20.755,21.54,9500.0,20992.0,0.45,21.049999237060547,199975.0
BVS,11.88,-2.7823,12.08,11.58,12.06,12.22,634100.0,685784.0,0.92,11.880000114440918,7533108.000000001
BWB,21.46,0.6095,21.87,21.245,21.35,21.33,139900.0,157370.0,0.89,21.459999084472656,3002254.0
BWEN,4.42,-0.4505,4.61,4.195,4.39,4.44,691300.0,1067556.0,0.65,4.420000076293945,3055546.0
BWFG,58.0,0.3981,58.3,56.93,57.63,57.77,31000.0,62278.0,0.5,58.0,1798000.0
BWIN,26.5,0.189,26.805,25.97,26.42,26.45,884700.0,1727908.0,0.51,26.5,23444550.0
BWMN,27.92,0.0358,29.49,27.65,27.97,27.91,101900.0,133172.0,0.77,27.920000076293945,2845048.0
BYFC,10.0,2.5641,10.0,9.75,9.95,9.75,4600.0,5266.0,0.87,10.0,46000.0
BYND,0.656,-2.7716,0.6766,0.654,0.67635,0.6747,36347900.0,42853318.0,0.85,0.656000018119812,23844222.400000002
BYRN,3.865,-1.9036,4.18,3.805,3.96,3.94,2142900.0,627998.0,3.41,3.869999885559082,8282308.5
BZAI,1.23,1.6529,1.25,1.19,1.2,1.21,1894600.0,7199946.0,0.26,1.2300000190734863,2330358.0
BZFD,1.43,-3.3784,1.5247,1.405,1.48,1.48,593000.0,4469066.0,0.13,1.4299999475479126,847990.0
CABA,2.975,-4.4944,3.13,2.8001,3.13,3.115,6376700.0,5578670.0,1.14,2.9749999046325684,18970682.5
CABR,1.34,1.5152,1.3999,1.3101,1.33,1.32,40800.0,86538.0,0.47,1.340000033378601,54672.0
CAC,53.73,0.1118,54.42,53.0,53.57,53.67,85200.0,108386.0,0.79,53.72999954223633,4577796.0
CACC,625.97,-0.1818,635.58,624.56,634.94,627.11,268600.0,176648.0,1.52,625.969970703125,168135542.0
CADL,9.49,-4.0445,9.86,9.215,9.85,9.89,1186800.0,2112728.0,0.56,9.489999771118164,11262732.0
CAI,16.99,-4.9245,18.17,16.92,17.95,17.87,2258700.0,3054612.0,0.74,16.989999771118164,38375313.0
CAKE,82.76,5.5343,84.16,78.7838,79.0,78.42,2293500.0,1313024.0,1.75,82.76000213623047,189810060.0
CALC,0.93,-2.095,0.949899,0.8861,0.94,0.9499,186000.0,1525094.0,0.12,0.9300000071525574,172980.0
CALM,88.34,3.5032,88.74,85.85,85.94,85.35,865200.0,777984.0,1.11,88.33999633789062,76431768.0
CAMP,4.33,-0.2304,4.505,4.21,4.34,4.34,355700.0,191264.0,1.86,4.329999923706055,1540181.0
CAPR,21.51,-4.4,22.58,21.19,22.58,22.5,1226800.0,1283118.0,0.96,21.510000228881836,26388468.000000004
CAPS,0.2564,-3.1356,0.2689,0.25,0.2689,0.2647,126400.0,2948094.0,0.04,0.25999999046325684,32408.960000000003
CAR,156.19,-2.1856,161.1382,154.73,159.53,159.68,258300.0,1080838.0,0.24,156.19000244140625,40343877.0
CARE,32.56,0.618,32.65,32.03,32.36,32.36,244200.0,371424.0,0.66,32.560001373291016,7951152.000000001
CARG,34.18,-0.9275,35.39,33.76,34.88,34.5,925400.0,1531828.0,0.6,34.18000030517578,31630172.0
CARL,11.9,-2.5389,12.39,11.57,12.39,12.21,118400.0,179452.0,0.66,11.899999618530273,1408960.0
CART,48.39,0.2278,49.065,47.57,48.28,48.28,6367800.0,4523476.0,1.41,48.38999938964844,308137842.0
CASH,90.23,0.5684,91.1899,89.72,90.27,89.72,144100.0,213102.0,0.68,90.2300033569336,13002143.0
CASS,52.05,0.6575,52.26,50.755,51.91,51.71,54900.0,83156.0,0.66,52.04999923706055,2857545.0
CAST,2.86,-16.129,3.2651,2.7904,3.19,3.41,597900.0,11250370.0,0.05,2.859999895095825,1709994.0
CASY,819.83,-0.264,830.0,813.38,825.05,822.0,272100.0,576474.0,0.47,819.8300170898438,223075743.0
CATY,61.53,0.1302,61.955,61.13,61.53,61.45,504700.0,484292.0,1.04,61.529998779296875,31054191.0
CBC,31.11,-0.1605,31.57,30.9,31.06,31.16,492100.0,753794.0,0.65,31.110000610351562,15309231.0
CBFV,36.41,-3.7536,37.63,36.41,37.63,37.83,6200.0,6250.0,0.99,36.40999984741211,225741.99999999997
CBIO,17.34,3.4606,17.615,16.34,16.84,16.76,302000.0,324624.0,0.93,17.34000015258789,5236680.0
CBK,33.06,0.6393,33.22,32.7,32.77,32.85,45600.0,73050.0,0.62,33.060001373291016,1507536.0
CBLL,19.56,-0.4073,19.8,19.43,19.64,19.64,197200.0,356750.0,0.55,19.559999465942383,3857231.9999999995
CBNK,35.07,0.4296,35.7399,34.39,34.93,34.92,46200.0,69702.0,0.66,35.06999969482422,1620234.0
CBRL,50.42,1.838,53.2,49.49,49.665,49.51,1231000.0,1337780.0,0.92,50.41999816894531,62067020.0
CBRS,215.08,8.3363,216.46,191.22,194.2,198.53,5282100.0,8295407.0,0.64,215.0800018310547,1136074068.0
CBSH,58.37,0.1716,58.67,58.13,58.37,58.27,723700.0,1252498.0,0.58,58.369998931884766,42242369.0
CBUS,2.02,6.3158,2.195,1.84,1.92,1.9,605400.0,337648.0,1.79,2.0199999809265137,1222908.0
CCAP,11.09,1.8365,11.2259,10.885,10.92,10.89,164200.0,245676.0,0.67,11.09000015258789,1820978.0
CCB,78.47,-0.0764,79.0,78.0,78.85,78.53,90600.0,140208.0,0.65,78.47000122070312,7109382.0
CCBG,49.62,0.6083,49.73,48.81,49.15,49.32,63100.0,91724.0,0.69,49.619998931884766,3131022.0
CCC,5.92,10.0372,5.975,5.65,5.95,5.38,17260300.0,11403916.0,1.51,5.920000076293945,102180976.0
CCCC,4.06,-5.3613,4.295,3.91,4.295,4.29,2583000.0,3317198.0,0.78,4.059999942779541,10486979.999999998
CCLD,2.35,3.0702,2.35,2.29,2.3,2.28,252900.0,471824.0,0.54,2.3499999046325684,594315.0
CCNE,33.62,0.4782,33.71,33.11,33.32,33.46,63400.0,156772.0,0.4,33.619998931884766,2131508.0
CCOI,12.61,-0.2373,13.06,12.55,12.79,12.64,795100.0,1461746.0,0.54,12.609999656677246,10026211.0
CCRN,13.22,0.0757,13.23,13.21,13.22,13.21,570100.0,779448.0,0.73,13.220000267028809,7536722.0
CCSI,37.51,0.4284,38.1786,36.95,37.5,37.35,103100.0,170910.0,0.6,37.5099983215332,3867281.0
CDIO,1.83,-1.0811,1.905,1.81,1.9,1.85,18300.0,61026.0,0.3,1.8300000429153442,33489.0
CDLX,4.32,3.8462,4.34,4.16,4.16,4.16,50900.0,86782.0,0.59,4.320000171661377,219888.0
CDNA,28.51,-2.0611,29.25,28.11,29.05,29.11,665600.0,838932.0,0.79,28.510000228881836,18976256.0
CDNL,68.14,-3.4981,71.465,66.39,69.5,70.61,558600.0,667116.0,0.84,68.13999938964844,38063004.0
CDNS,384.17,-0.4612,389.485,380.21,387.925,385.95,940500.0,2364542.0,0.4,384.1700134277344,361311885.0
CDT,0.3812,-7.0244,0.41,0.38005,0.401,0.41,212300.0,8698726.0,0.02,0.38100001215934753,80928.76
CDW,144.39,2.9812,144.97,142.22,144.97,140.21,1141900.0,2247796.0,0.51,144.38999938964844,164878940.99999997
CDXS,2.43,-5.0781,2.57,2.37,2.56,2.56,550500.0,954754.0,0.58,2.430000066757202,1337715.0
CDZI,4.4,10.2757,4.9,4.21,4.34,3.99,4459500.0,911020.0,4.9,4.400000095367432,19621800.0
CECO,83.63,-0.8183,84.99,82.91,83.88,84.32,707300.0,946784.0,0.75,83.62999725341797,59151499.0
CEG,251.38,0.2552,252.72,249.05,250.32,250.74,2001200.0,3894024.0,0.51,251.3800048828125,503061656.0
CELC,107.58,-5.2242,113.5,107.2501,113.5,113.51,698700.0,1503564.0,0.46,107.58000183105469,75166146.0
CELH,30.6,0.2621,31.3,30.39,30.54,30.52,5333300.0,9737168.0,0.55,30.600000381469727,163198980.0
CELU,0.7404,-0.9896,0.791699,0.74,0.775,0.7478,49100.0,182884.0,0.27,0.7400000095367432,36353.64
CELZ,0.9121,-3.1021,0.9217,0.852,0.91,0.9413,349700.0,4063544.0,0.09,0.9121000170707703,318961.37
CENN,3.26,-5.2326,3.43,3.26,3.37,3.44,10100.0,14288.0,0.71,3.259999990463257,32926.0
CENT,42.89,-0.3022,43.64,42.87,43.21,43.02,57600.0,75144.0,0.77,42.88999938964844,2470464.0
CENTA,37.53,-0.2922,38.16,37.5,37.56,37.64,183200.0,371376.0,0.49,37.529998779296875,6875496.0
CENX,44.67,-0.9754,45.4375,44.05,44.94,45.11,1527800.0,2102244.0,0.73,44.66999816894531,68246826.0
CERS,3.12,-0.9524,3.165,3.02,3.15,3.15,1729100.0,3093212.0,0.56,3.119999885559082,5394792.0
CERT,6.77,-0.2946,6.99,6.61,6.87,6.79,5392300.0,4373406.0,1.23,6.769999980926514,36505871.0
CETX,2.6,0.7752,2.67,2.54,2.54,2.58,61700.0,615307.0,0.1,2.5999999046325684,160420.0
CETY,0.852,1.4286,0.88,0.84,0.84,0.84,25400.0,71152.0,0.36,0.8519999980926514,21640.8
CEVA,45.54,-2.7235,46.929,43.4001,46.04,46.815,959400.0,961600.0,1.0,45.540000915527344,43691076.0
CFBK,31.735,1.1635,31.91,31.4,31.4,31.37,23900.0,63454.0,0.38,31.739999771118164,758466.5
CFFI,80.06,0.9839,80.135,80.06,80.135,79.28,1800.0,6230.0,0.29,80.05999755859375,144108.0
CFFN,8.5,0.2358,8.55,8.425,8.46,8.48,605100.0,794288.0,0.76,8.5,5143350.0
CG,44.71,1.1996,45.635,44.59,45.0,44.18,1753900.0,3577500.0,0.49,44.709999084472656,78416869.0
CGEM,18.13,-1.3602,18.33,17.27,18.2,18.38,684700.0,1178902.0,0.58,18.1299991607666,12413611.0
CGNX,66.8,1.5815,67.56,64.7,65.69,65.76,1693100.0,2575996.0,0.66,66.80000305175781,113099080.0
CGON,75.24,2.6187,75.865,69.97,72.88,73.32,1042700.0,1064652.0,0.98,75.23999786376953,78452748.0
CGTX,1.09,0.0,1.105,1.04,1.09,1.09,1536600.0,1596196.0,0.96,1.090000033378601,1674894.0000000002
CHCI,15.5,-1.3995,16.02,15.22,15.95,15.72,40800.0,25656.0,1.59,15.5,632400.0
CHCO,132.76,0.098,134.1,131.32,132.63,132.63,119100.0,119278.0,1.0,132.75999450683594,15811715.999999998
CHDN,85.52,-0.7082,88.995,85.4,86.54,86.13,792800.0,981996.0,0.81,85.5199966430664,67800256.0
CHEF,95.79,-1.3085,98.3299,95.12,96.31,97.06,319800.0,503628.0,0.63,95.79000091552734,30633642.000000004
CHMG,75.06,0.3879,75.47,73.56,74.3,74.77,39500.0,46176.0,0.86,75.05999755859375,2964870.0
CHRD,117.39,-0.92,119.515,116.28,118.71,118.48,691400.0,810286.0,0.85,117.38999938964844,81163446.0
CHRN,20.9,2.7532,21.04,19.3201,20.46,20.34,164900.0,382278.0,0.43,20.899999618530273,3446409.9999999995
CHRS,1.54,-5.5215,1.64,1.525,1.59,1.63,930800.0,1173796.0,0.79,1.5399999618530273,1433432.0
CHRW,193.5,0.3839,195.435,192.19,193.33,192.76,991100.0,1700322.0,0.58,193.5,191777850.0
CHTR,130.73,-2.6945,136.28,129.17,136.26,134.35,2312900.0,3576108.0,0.65,130.72999572753906,302365417.0
CHYM,20.92,-1.8301,22.18,20.87,21.84,21.31,3488100.0,5491516.0,0.64,20.920000076293945,72971052.0
CIFR,22.11,-4.9441,23.54,21.77,23.34,23.26,16448900.0,25483356.0,0.65,22.110000610351562,363685179.0
CIIT,0.4797,-8.1562,0.51724,0.47,0.5109,0.5223,234900.0,9168836.0,0.03,0.47999998927116394,112681.53
CINF,179.28,2.1946,179.54,175.9,176.78,175.43,1007100.0,794656.0,1.27,179.27999877929688,180552888.0
CING,4.91,-0.8081,4.98,4.7,4.98,4.95,276700.0,579012.0,0.48,4.909999847412109,1358597.0
CISO,0.288,6.2731,0.289,0.264,0.28,0.271,196700.0,839454.0,0.23,0.2879999876022339,56649.6
CISS,1.75,0.0,1.7998,1.7,1.71,1.75,27600.0,845680.0,0.03,1.75,48300.0
CIVB,27.67,0.6182,27.75,27.19,27.36,27.5,157300.0,110488.0,1.42,27.670000076293945,4352491.0
CJMB,0.7661,1.7262,0.7925,0.7351,0.74,0.7531,21300.0,339994.0,0.06,0.765999972820282,16317.93
CLAR,3.36,2.439,3.375,3.265,3.28,3.28,271800.0,327064.0,0.83,3.359999895095825,913248.0
CLBK,21.25,0.3779,21.34,21.0,21.18,21.17,348000.0,420162.0,0.83,21.25,7395000.0
CLDX,39.11,0.3335,39.19,37.81,38.9,38.98,694000.0,983408.0,0.71,39.11000061035156,27142340.0
CLFD,33.77,0.0,34.08,33.2,33.74,33.77,124900.0,333380.0,0.37,33.77000045776367,4217873.0
CLIR,3.72,-0.8,3.75,3.6577,3.75,3.75,6200.0,17026.0,0.36,3.7200000286102295,23064.0
CLMB,25.73,-0.4064,26.3599,25.26,25.9,25.835,178900.0,188248.0,0.95,25.729999542236328,4603097.0
CLMT,39.47,1.2051,39.7299,38.86,38.92,39.0,665500.0,917856.0,0.73,39.470001220703125,26267285.0
CLNE,2.19,1.8605,2.215,2.13,2.15,2.15,1652200.0,1543168.0,1.07,2.190000057220459,3618318.0
CLNN,6.27,0.32,6.38,6.03,6.28,6.25,33700.0,597512.0,0.06,6.269999980926514,211299.0
CLOV,4.44,-5.1282,4.68,4.35,4.67,4.68,6002800.0,8263642.0,0.73,4.440000057220459,26652432.000000004
